Restaurant_ID,Restaurant_name,Cuisines,Address,Locality_verbose,Locality,City,Country_ID,Average_cost_for_two,Price_range,Aggregate_rating,Rating_text,Votes,Delivering_now,Online_delivery,Table_booking,order_menu,Menu_url,Events_url,Longitude,Latitude,Currency
308322,Hauz Khas Social,"Continental, American, Asian, North Indian","9-A & 12, Hauz Khas Village, New Delhi","Hauz Khas Village, New Delhi",Hauz Khas Village,New Delhi,1,1600,3,4.3,Very Good,7931,0,1,1,0,https://www.zomato.com/HauzKhasSocial/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/HauzKhasSocial/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.1944706,28.5542851,Rs.
18037817,Qubitos - The Terrace Cafe,"Thai, European, Mexican, North Indian, Chinese, Cafe","C-7, Vishal Enclave, Opposite Metro Pillar 417, Rajouri Garden, New Delhi","Rajouri Garden, New Delhi",Rajouri Garden,New Delhi,1,1500,3,4.5,Excellent,778,0,0,1,0,https://www.zomato.com/ncr/qubitos-the-terrace-cafe-rajouri-garden-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/qubitos-the-terrace-cafe-rajouri-garden-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.1177015,28.6471325,Rs.
312345,The Hudson Cafe,"Cafe, Italian, Continental, Chinese","2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,New Delhi,1,850,2,4.4,Very Good,1537,0,1,0,0,https://www.zomato.com/ncr/the-hudson-cafe-delhi-university-gtb-nagar-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/the-hudson-cafe-delhi-university-gtb-nagar-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.2043172,28.6949468,Rs.
307490,Summer House Cafe,"Italian, Continental","1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi","Hauz Khas, New Delhi",Hauz Khas,New Delhi,1,1850,3,4.1,Very Good,1823,0,0,1,0,https://www.zomato.com/ncr/summer-house-cafe-hauz-khas-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/summer-house-cafe-hauz-khas-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.203809,28.5525204,Rs.
18241537,38 Barracks,"North Indian, Italian, Asian, American","M-38, Outer Circle, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,1600,3,4.4,Very Good,840,0,0,1,0,https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.22285848,28.63302489,Rs.
18161577,Spezia Bistro,"Cafe, Continental, Chinese, Italian","2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,New Delhi,1,900,2,4.6,Excellent,1071,0,1,1,0,https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.2041413,28.694839,Rs.
303960,Manhattan Brewery & Bar Exchange,"Finger Food, American, Continental, North Indian, Italian","1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road",Gurgaon,1,2000,4,4.6,Excellent,2093,0,0,0,0,https://www.zomato.com/ncr/manhattan-brewery-bar-exchange-golf-course-road-gurgaon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/manhattan-brewery-bar-exchange-golf-course-road-gurgaon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.0950273,28.460271,Rs.
306134,The Wine Company,"Italian, European","Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City",Gurgaon,1,2000,4,2.4,Poor,2412,0,0,1,0,https://www.zomato.com/ncr/the-wine-company-dlf-cyber-city-gurgaon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/the-wine-company-dlf-cyber-city-gurgaon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.0890476,28.4962285,Rs.
18233593,Farzi Cafe,Modern Indian,"38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,2200,4,4.4,Very Good,1942,0,0,0,0,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.2214296,28.6323984,Rs.
7528,Indian Grill Room,"North Indian, Mughlai","315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon","Suncity Business Tower, Golf Course Road, Gurgaon","Suncity Business Tower, Golf Course Road",Gurgaon,1,1800,3,4.5,Excellent,1262,0,1,1,0,https://www.zomato.com/ncr/indian-grill-room-golf-course-road-gurgaon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/indian-grill-room-golf-course-road-gurgaon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.1052774,28.4334574,Rs.
18273624,Cafeteria & Co.,"Continental, Mexican","G 14, Hudson Lane, Vijay Nagar, New Delhi","Vijay Nagar, New Delhi",Vijay Nagar,New Delhi,1,900,2,4.6,Excellent,1136,0,0,0,0,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.2043384,28.6944707,Rs.
308022,Farzi Cafe,Modern Indian,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City",Gurgaon,1,2200,4,4.3,Very Good,4385,0,0,0,0,https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city-gurgaon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city-gurgaon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.0886879,28.4952079,Rs.
18157413,Molecule Air Bar,"Continental, North Indian, Italian, Chinese","4th Floor, SCO 53, Main Market, Sector 29, Gurgaon","Sector 29, Gurgaon",Sector 29,Gurgaon,1,1500,3,4.2,Very Good,1809,0,0,1,0,https://www.zomato.com/ncr/molecule-air-bar-sector-29-gurgaon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/molecule-air-bar-sector-29-gurgaon/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.0642265,28.4679344,Rs.
18279449,HotMess,"North Indian, Mediterranean, Asian, Fast Food","M-11, Middle Circle, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,1900,3,4.3,Very Good,1129,0,1,1,0,https://www.zomato.com/ncr/hotmess-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/hotmess-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.222238,28.6326547,Rs.
311057,My Bar Headquarters,"North Indian, Mughlai, Chinese","N-49, 2nd Floor, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,1000,3,3.7,Good,3010,0,0,0,0,https://www.zomato.com/ncr/my-bar-headquarters-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/my-bar-headquarters-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.2198128,28.630721,Rs.
18235515,FLYP@MTV,"North Indian, Mexican, Italian, Continental","N/57 & N/60, 1st Floor, Outer Circle, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,1200,3,3.9,Good,1379,0,0,1,0,https://www.zomato.com/ncr/flypmtv-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/flypmtv-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.22072076,28.63033313,Rs.
18238278,Tamasha,"Finger Food, North Indian, Continental, Italian","28, Kasturba Gandhi Marg, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,1600,3,3.7,Good,1801,0,0,1,0,https://www.zomato.com/ncr/tamasha-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/tamasha-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.221744,28.629606,Rs.
17977777,The Barbeque Company,"North Indian, Chinese, Continental","HL 1-2, L Block, Jail Road, New Delhi","Jail Road, New Delhi",Jail Road,New Delhi,1,1200,3,4.2,Very Good,621,0,0,0,0,https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.1014229,28.6255344,Rs.
900,Saravana Bhavan,South Indian,"P-13, Connaught Circus, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,500,2,4.3,Very Good,5172,0,1,0,0,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.2163096,28.6323578,Rs.
18246991,Odeon Social,"Continental, American, Asian, North Indian","1st Floor, 23, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi","Connaught Place, New Delhi",Connaught Place,New Delhi,1,1600,3,4.1,Very Good,1959,0,0,1,0,https://www.zomato.com/OdeonSocial/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/OdeonSocial/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,77.22090885,28.63424877,Rs.
18017612,Spice Kraft,"Continental, Middle Eastern, Asian","54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata","Ballygunge, Kolkata",Ballygunge,Kolkata,1,1200,3,4.8,Excellent,1424,0,0,0,0,https://www.zomato.com/kolkata/spice-kraft-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/spice-kraft-ballygunge/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.3644527,22.5264613,Rs.
18249144,Hoppipola,"Italian, Mexican, American, Mediterranean","4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Acropolis Mall, Kasba , Kolkata","Acropolis Mall, Kasba ",Kolkata,1,1200,3,4.2,Very Good,1103,0,1,0,0,https://www.zomato.com/kolkata/hoppipola-kasba/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/hoppipola-kasba/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.3933102,22.51458534,Rs.
25570,Barbeque Nation,"North Indian, Chinese","24, 1st Floor, Park Center Building, Park Street Area, Kolkata","Park Street Area, Kolkata",Park Street Area,Kolkata,1,1600,3,4.9,Excellent,1753,0,0,0,0,https://www.zomato.com/kolkata/barbeque-nation-park-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/barbeque-nation-park-street-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.35412715,22.55108374,Rs.
20404,Peter Cat,"Continental, North Indian","18A, Park Street, Park Street Area, Kolkata","Park Street Area, Kolkata",Park Street Area,Kolkata,1,1000,3,4.3,Very Good,7574,0,1,0,0,https://www.zomato.com/kolkata/peter-cat-park-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/peter-cat-park-street-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.352885,22.5526719,Rs.
20842,Barbeque Nation,"North Indian, Chinese","K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake","Sector 5, Salt Lake, Kolkata","Sector 5, Salt Lake",Kolkata,1,1600,3,4.9,Excellent,5966,0,0,0,0,https://www.zomato.com/kolkata/barbeque-nation-sector-5-salt-lake/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/barbeque-nation-sector-5-salt-lake/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.43345214,22.56935843,Rs.
18017615,What's Up,"Cafe, Chinese, Continental","122A, Southern Avenue, Kolkata","Southern Avenue, Kolkata",Southern Avenue,Kolkata,1,1000,3,4,Very Good,1126,0,0,1,0,https://www.zomato.com/kolkata/whats-up-southern-avenue/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/whats-up-southern-avenue/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.36250436,22.51411859,Rs.
20002,6 Ballygunge Place,Bengali,"6, Ballygunge Place, Ballygunge, Kolkata","Ballygunge, Kolkata",Ballygunge,Kolkata,1,1000,3,4.4,Very Good,1778,0,1,1,0,https://www.zomato.com/kolkata/6-ballygunge-place-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/6-ballygunge-place-ballygunge/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.36862817,22.52789315,Rs.
25587,TGI Friday's,"Tex-Mex, American","Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Elgin, Kolkata",Elgin,Kolkata,1,1800,3,4,Very Good,911,0,1,1,0,https://www.zomato.com/kolkata/tgi-fridays-elgin/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/tgi-fridays-elgin/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.34984265,22.53795995,Rs.
24286,The Irish House,"European, American","5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge, Kolkata","Quest Mall, Ballygunge",Kolkata,1,1900,3,4.4,Very Good,2224,0,0,0,0,https://www.zomato.com/kolkata/the-irish-house-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/the-irish-house-ballygunge/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.36550709,22.53912894,Rs.
18217475,Asia Kitchen by Mainland China,"Asian, Chinese","4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Acropolis Mall, Kasba , Kolkata","Acropolis Mall, Kasba ",Kolkata,1,1400,3,4.6,Excellent,945,0,1,0,0,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.39329377,22.51468755,Rs.
20747,India Restaurant,"Biryani, North Indian, Chinese, Mughlai","Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata","Kidderpore, Kolkata",Kidderpore,Kolkata,1,800,2,4.6,Excellent,1219,0,1,1,0,https://www.zomato.com/kolkata/india-restaurant-kidderpore/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/india-restaurant-kidderpore/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.3223365,22.5389989,Rs.
18377112,Nawwarah,"Chinese, Cafe, North Indian, Desserts","48A, Syed Amir Ali Avenue, Ballygunge, Kolkata","Ballygunge, Kolkata",Ballygunge,Kolkata,1,1000,3,3.9,Good,326,0,0,0,0,https://www.zomato.com/kolkata/nawwarah-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/nawwarah-ballygunge/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.364878,22.538731,Rs.
24530,Santa's Fantasea,"Seafood, Chinese","9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata","Golpark, Kolkata",Golpark,Kolkata,1,800,2,4.2,Very Good,2584,0,0,0,0,https://www.zomato.com/kolkata/santas-fantasea-golpark/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/santas-fantasea-golpark/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.36783022,22.51508182,Rs.
18343731,Mumbai Local,"North Indian, Chinese, Street Food","19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata","Ballygunge, Kolkata",Ballygunge,Kolkata,1,1200,3,4.2,Very Good,704,0,0,1,0,https://www.zomato.com/kolkata/mumbai-local-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/mumbai-local-ballygunge/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.3662166,22.5336623,Rs.
24452,Sigree Global Grill,North Indian,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata","Silver Spring Arcade, Science City Area, Kolkata","Silver Spring Arcade, Science City Area",Kolkata,1,1600,3,4.1,Very Good,1616,0,0,1,0,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.4004673,22.5490998,Rs.
20870,BarBQ,"Chinese, North Indian","43-47-55, Park Street Area, Kolkata","Park Street Area, Kolkata",Park Street Area,Kolkata,1,900,2,4.2,Very Good,5288,0,1,0,0,https://www.zomato.com/kolkata/barbq-park-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/barbq-park-street-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.35231029,22.55299638,Rs.
20350,Mocambo,"Continental, Italian, North Indian","25B Park Street, Park Street Area, Kolkata","Park Street Area, Kolkata",Park Street Area,Kolkata,1,1050,3,3.5,Good,4464,0,1,0,0,https://www.zomato.com/kolkata/mocambo-park-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/mocambo-park-street-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.3532734,22.5532273,Rs.
25664,Gabbar's Bar & Kitchen,"North Indian, Chinese, Mexican, Italian","11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata","Camac Street Area, Kolkata",Camac Street Area,Kolkata,1,1400,3,4.4,Very Good,1484,0,0,1,0,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.3506798,22.5471855,Rs.
18259462,Ocean Grill,"Continental, Seafood, North Indian, Asian","1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake","Sector 5, Salt Lake, Kolkata","Sector 5, Salt Lake",Kolkata,1,1500,3,3.6,Good,1040,0,0,1,0,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.43318693,22.56936679,Rs.
21220,Flame & Grill,"North Indian, Continental","4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","Mani Square Mall, Kankurgachi, Kolkata","Mani Square Mall, Kankurgachi",Kolkata,1,1500,3,3.9,Good,1064,0,0,1,0,https://www.zomato.com/kolkata/flame-grill-kankurgachi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/kolkata/flame-grill-kankurgachi/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,88.400581,22.5778208,Rs.
18313566,Farzi Cafe,Modern Indian,"Kamala Mills, Near Radio Mirchi Office, Lower Parel, Mumbai","Lower Parel, Mumbai",Lower Parel,Mumbai,1,1500,3,4.3,Very Good,1240,0,0,0,0,https://www.zomato.com/mumbai/farzi-cafe-lower-parel/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/mumbai/farzi-cafe-lower-parel/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,72.82764997,19.0035172,Rs.
18075122,The Fusion Kitchen,"North Indian, Italian, Chinese, Mexican","Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai","Borivali West, Mumbai",Borivali West,Mumbai,1,1000,3,4.7,Excellent,2083,0,1,1,0,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,72.848923,19.254567,Rs.
18237753,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","31, Opposite Globus, Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Hill Road, Bandra West",Mumbai,1,1000,3,4.1,Very Good,2040,0,1,1,0,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,72.83398401,19.05583064,Rs.
18463285,Mumbai Vibe,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food","Ganga Jamuna Block, 14th Road, Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","Linking Road, Bandra West",Mumbai,1,1000,3,3.8,Good,146,0,0,1,0,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,72.83265799,19.06583751,Rs.
18435740,38 Degree East,"North Indian, Chinese, Thai","Panchkutir, Pawarwardi, Adhishankracharya Marg, Opposite Powai Lake, JVLR,Powai, Mumbai","Powai, Mumbai",Powai,Mumbai,1,1000,3,3.8,Good,181,0,0,1,0,https://www.zomato.com/mumbai/38-degree-east-powai/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/mumbai/38-degree-east-powai/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,72.90849264,19.12199866,Rs.
17806994,Mirchi And Mime,"North Indian, South Indian, Mughlai","Transocean House, Lake Boulevard, Hiranandani Business Park, Powai, Mumbai","Powai, Mumbai",Powai,Mumbai,1,1500,3,4.9,Excellent,3244,0,0,0,0,https://www.zomato.com/mumbai/mirchi-and-mime-powai/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/mumbai/mirchi-and-mime-powai/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,72.90738534,19.12008268,Rs.
